zipcode clean,neighbourhood clean,city,state,zipcode,latitude,longitude,room_type,price,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped
90210,Beverly Hills,Beverly Hills,CA,90210,34.09696865,-118.4344573,Entire home/apt,"$3,000.00 ",,30,60,90,365,4/2/2017
90210,Beverly Hills,Beverly Hills,CA,90210,34.10215701,-118.4243442,Entire home/apt,$995.00 ,,29,59,89,273,4/2/2017
90210,Beverly Hills,Beverly Hills,CA,90210,34.12698297,-118.4349557,Entire home/apt,"$10,000.00 ",,15,15,15,15,4/2/2017
90210,Beverly Hills,Beverly Hills,CA,90210,34.11769492,-118.433402,Private room,$350.00 ,,28,58,88,363,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15554813,-118.394208,Private room,$60.00 ,,3,29,59,334,4/2/2017
91602,North Hollywood,Los Angeles,CA,91602,34.15679823,-118.382964,Entire home/apt,$120.00 ,,23,53,83,358,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.15688556,-118.3843679,Private room,$60.00 ,,0,0,0,145,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16638207,-118.4010704,Private room,$80.00 ,,30,60,90,365,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16999744,-118.4120355,Shared room,$25.00 ,,16,46,58,316,4/3/2017
91607,Valley Village,Valley Village,CA,91607,34.16052213,-118.3999481,Entire home/apt,$285.00 ,,0,0,30,195,4/2/2017
91607,Valley Village,Valley Village,CA,91607,34.16698026,-118.3937297,Entire home/apt,$75.00 ,,0,14,44,319,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16119995,-118.4059991,Entire home/apt,$105.00 ,,0,0,0,0,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16900113,-118.4096185,Shared room,$25.00 ,,9,39,69,158,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.17062444,-118.3948925,Entire home/apt,$165.00 ,,0,0,0,124,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.1707463,-118.3949263,Shared room,$77.00 ,,29,59,89,178,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16029691,-118.4056195,Shared room,$48.00 ,,26,55,83,357,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.15701325,-118.3910233,Entire home/apt,$65.00 ,,10,31,58,272,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16114618,-118.4088495,Private room,$55.00 ,,17,47,77,351,4/3/2017
91607,Valley Village,North Hollywood,CA,91607,34.15838118,-118.3969698,Entire home/apt,$73.00 ,,2,14,14,22,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16552055,-118.4091944,Private room,$70.00 ,,15,40,68,157,4/3/2017
91607,Valley Village,Valley Village,CA,91607,34.16619428,-118.3920131,Private room,$60.00 ,,0,0,0,0,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16935297,-118.4110321,Shared room,$25.00 ,,16,46,76,165,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16327024,-118.3893064,Entire home/apt,$300.00 ,,30,60,90,365,4/3/2017
91602,North Hollywood,Los Angeles,CA,91602,34.15657917,-118.3836719,Entire home/apt,$90.00 ,,14,37,67,338,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16741102,-118.3974681,Private room,$45.00 ,,3,31,47,123,4/3/2017
91601,North Hollywood,Los Angeles,CA,91601,34.15852116,-118.3867883,Entire home/apt,$100.00 ,,17,47,77,352,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.15897391,-118.4099106,Private room,$65.00 ,,0,0,0,0,4/3/2017
91607,Valley Village,Valley Village,CA,91607,34.1657088,-118.4013501,Private room,$65.00 ,,30,60,90,365,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.17060912,-118.4016127,Entire home/apt,$95.00 ,,15,31,54,309,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.17096044,-118.4133236,Entire home/apt,$130.00 ,,0,0,0,0,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16494398,-118.4032749,Private room,$60.00 ,,0,0,0,0,4/3/2017
91601,North Hollywood,North Hollywood,CA,91601,34.15959825,-118.3870413,Entire home/apt,$90.00 ,,17,44,74,349,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.15529415,-118.3927815,Shared room,$92.00 ,,0,0,0,0,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16475403,-118.400936,Private room,$54.00 ,,30,60,90,365,4/3/2017
91423,Sherman Oaks,Los Angeles,CA,91423,34.16400187,-118.4136835,Private room,$70.00 ,,15,15,15,199,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16693728,-118.3933792,Private room,$40.00 ,,2,32,37,306,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.15573924,-118.3936774,Private room,$60.00 ,,30,60,90,365,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16818065,-118.4090399,Shared room,$26.00 ,,9,39,69,158,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16741972,-118.4026364,Private room,$50.00 ,,0,0,0,91,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16990068,-118.4113409,Shared room,$25.00 ,,28,58,88,363,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16557657,-118.4094172,Private room,$90.00 ,,30,60,90,365,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.17122879,-118.4097986,Entire home/apt,$125.00 ,,0,0,0,0,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16972056,-118.3878966,Entire home/apt,$129.00 ,,19,49,79,353,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.15630068,-118.3913948,Shared room,$50.00 ,,30,60,90,365,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16642698,-118.3967714,Private room,$45.00 ,,26,55,55,296,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.1710176,-118.4019637,Entire home/apt,$100.00 ,,9,9,9,256,4/2/2017
91607,Valley Village,Valley Village,CA,91607,34.16913919,-118.3979356,Entire home/apt,$82.00 ,,7,22,40,315,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16146517,-118.4113209,Entire home/apt,$450.00 ,,0,0,0,0,4/3/2017
91607,Valley Village,Valley Village,CA,91607,34.16353113,-118.4034663,Entire home/apt,$184.00 ,,20,47,47,226,4/2/2017
91607,Valley Village,Valley Village,CA,91607,34.15683832,-118.399717,Private room,$45.00 ,,1,1,15,290,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17024154,-118.4035748,Entire home/apt,$95.00 ,,30,60,90,365,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16163221,-118.399266,Entire home/apt,$299.00 ,,0,25,35,281,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15630516,-118.3978165,Entire home/apt,$80.00 ,,1,15,16,251,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.16580447,-118.4115809,Entire home/apt,$395.00 ,,30,60,90,365,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.1655852,-118.3856408,Entire home/apt,$185.00 ,,20,47,77,349,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16538169,-118.4018104,Private room,$40.00 ,,28,58,88,363,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.15611852,-118.3904177,Entire home/apt,$129.00 ,,10,40,70,345,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16207458,-118.3885368,Private room,$75.00 ,,29,59,89,179,4/2/2017
91423,Sherman Oaks,Los Angeles,CA,91423,34.16410344,-118.4137978,Entire home/apt,$100.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15907895,-118.4048086,Entire home/apt,$99.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15645645,-118.39418,Private room,$54.00 ,,29,59,89,364,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16823565,-118.3875299,Entire home/apt,$309.00 ,,29,59,89,178,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.15724591,-118.3954867,Private room,$50.00 ,,0,23,53,328,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15711153,-118.3936464,Private room,$40.00 ,,21,51,77,166,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.17042167,-118.3939331,Entire home/apt,$177.00 ,,28,58,88,178,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15908415,-118.4084748,Private room,$100.00 ,,0,0,0,0,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.1696834,-118.3874368,Private room,$129.00 ,,30,60,90,365,4/3/2017
91607,Valley Village,Los Angeles,CA,91607,34.17133306,-118.4120269,Entire home/apt,$139.00 ,,14,14,14,14,4/2/2017
91601,North Hollywood,N Hollywood,CA,91601,34.16755953,-118.3880265,Entire home/apt,$80.00 ,,0,0,0,11,4/2/2017
91604,Studio City,Los Angeles,CA,91604,34.15678713,-118.4073159,Entire home/apt,$200.00 ,,3,3,6,33,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16853687,-118.3881554,Entire home/apt,$115.00 ,,11,41,65,338,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17117187,-118.3921079,Private room,$40.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17056578,-118.4006709,Private room,$55.00 ,,0,0,30,305,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16725008,-118.3923658,Private room,$57.00 ,,24,54,54,210,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16000766,-118.3951633,Private room,$145.00 ,,30,60,90,365,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17175086,-118.4006361,Entire home/apt,$79.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17184349,-118.3936658,Entire home/apt,$100.00 ,,2,23,50,325,4/2/2017
91607,Valley Village,Valley Village,CA,91607,34.16383133,-118.3912323,Private room,$65.00 ,,16,39,69,344,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15955916,-118.3944216,Entire home/apt,$103.00 ,,8,15,15,36,4/2/2017
91423,Sherman Oaks,Los Angeles,CA,91423,34.16046827,-118.412587,Entire home/apt,$82.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.166332,-118.3925259,Entire home/apt,$150.00 ,,27,57,87,87,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16994008,-118.4098977,Private room,$60.00 ,,29,59,89,364,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16555118,-118.401026,Private room,$48.00 ,,23,53,67,328,4/2/2017
91607,Valley Village,valley village,CA,91607,34.16559245,-118.3947112,Private room,$65.00 ,,0,0,0,91,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16540773,-118.4011144,Private room,$48.00 ,,18,48,78,349,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15921064,-118.3965123,Private room,$50.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17095614,-118.3997811,Entire home/apt,$150.00 ,,0,19,38,101,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15938423,-118.403456,Entire home/apt,$450.00 ,,27,57,87,362,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16646682,-118.4003198,Private room,$48.00 ,,28,58,86,359,4/2/2017
91607,Valley Village,North Hollywood,CA,91607,34.16234176,-118.4048904,Private room,$135.00 ,,30,60,90,365,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17028661,-118.3980627,Private room,$70.00 ,,0,29,59,59,4/2/2017
91607,Valley Village,North Hollywood,CA,91607,34.16400973,-118.3894409,Private room,$70.00 ,,0,0,30,120,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16616369,-118.3969061,Shared room,$39.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16339067,-118.408431,Private room,$50.00 ,,21,51,81,356,4/2/2017
91602,North Hollywood,North Hollywood,CA,91602,34.15741328,-118.3860116,Entire home/apt,$229.00 ,,0,0,0,0,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16597624,-118.3880452,Private room,$82.00 ,,0,0,0,0,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16673756,-118.3882777,Entire home/apt,$50.00 ,,0,0,0,192,4/2/2017
91607,Valley Village,Studio City,CA,91607,34.15713823,-118.3963434,Private room,$46.00 ,,19,49,79,79,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.15885558,-118.3842298,Private room,$65.00 ,,26,56,86,86,4/2/2017
91607,Valley Village,N Hollywood,CA,91607,34.16700821,-118.4111799,Entire home/apt,$395.00 ,,25,50,74,335,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.1560365,-118.3892694,Entire home/apt,$299.00 ,,15,45,62,337,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16684709,-118.4010115,Private room,$48.00 ,,29,59,89,364,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16395725,-118.4116105,Entire home/apt,$84.00 ,,15,36,59,334,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15824799,-118.3914286,Private room,$50.00 ,,0,0,13,288,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15587156,-118.3949765,Private room,$40.00 ,,19,49,79,297,4/2/2017
91607,Valley Village,North Hollywood Los Angeles Studio City,CA,91607,34.1560228,-118.3902919,Entire home/apt,$549.00 ,,1,31,48,323,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16949819,-118.4014971,Private room,$55.00 ,,11,28,58,333,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.1648161,-118.3848124,Private room,$75.00 ,,23,53,83,83,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15826014,-118.392344,Shared room,$65.00 ,,30,60,90,365,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16269208,-118.3843946,Private room,$75.00 ,,30,60,90,365,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16772219,-118.4115477,Private room,$75.00 ,,1,21,51,326,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16187569,-118.3927077,Entire home/apt,$100.00 ,,23,39,69,344,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15915635,-118.3904958,Entire home/apt,$210.00 ,,3,3,3,3,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15633591,-118.3931762,Entire home/apt,$99.00 ,,6,21,30,153,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15669084,-118.3961712,Private room,$90.00 ,,28,58,88,88,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.1692737,-118.3937251,Private room,$45.00 ,,0,2,2,228,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16561476,-118.3918989,Private room,$35.00 ,,16,16,42,42,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17036622,-118.4017551,Entire home/apt,$65.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15687636,-118.3939333,Shared room,$40.00 ,,30,60,90,365,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15964102,-118.4042285,Private room,$85.00 ,,29,59,89,364,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15675048,-118.3943827,Private room,$115.00 ,,28,58,88,88,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16614736,-118.3928102,Entire home/apt,$95.00 ,,0,0,0,0,4/2/2017
91602,North Hollywood,Los Angeles,CA,91602,34.15590741,-118.3866,Private room,$90.00 ,,29,59,89,364,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16152248,-118.3954652,Private room,$88.00 ,,30,60,90,365,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.1560408,-118.3902606,Entire home/apt,$92.00 ,,0,25,55,330,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16856593,-118.4017036,Private room,$35.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Valley village,CA,91607,34.17102383,-118.3969753,Entire home/apt,$110.00 ,,15,45,75,165,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16919666,-118.3872421,Entire home/apt,$149.00 ,,28,58,88,363,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17076861,-118.3923948,Private room,$50.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15508935,-118.387092,Private room,$75.00 ,,0,0,0,0,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16275642,-118.3876643,Entire home/apt,$118.00 ,,7,31,32,150,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16093971,-118.4056424,Entire home/apt,$99.00 ,,28,58,88,363,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16222713,-118.4055091,Entire home/apt,$300.00 ,,0,0,0,0,4/2/2017
91607,Valley Village,Valley Village,CA,91607,34.15648072,-118.4002645,Private room,$72.00 ,,25,53,83,358,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.15599212,-118.3951121,Private room,$75.00 ,,12,42,72,347,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16992066,-118.392326,Entire home/apt,$80.00 ,,0,0,0,0,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.15807146,-118.3872317,Private room,$65.00 ,,29,59,89,364,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.17018399,-118.3912812,Entire home/apt,$170.00 ,,30,60,90,180,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.1592381,-118.3815826,Entire home/apt,$420.00 ,,3,13,33,33,4/2/2017
91607,Valley Village,Los Angeles,CA,91607,34.16984737,-118.3900479,Entire home/apt,$100.00 ,,27,57,87,362,4/2/2017
91601,North Hollywood,Los Angeles,CA,91601,34.16902321,-118.3856507,Entire home/apt,$125.00 ,,30,60,90,365,4/2/2017
91601,North Hollywood,North Hollywood,CA,91601,34.16756738,-118.3864692,Private room,$68.00 ,,1,31,61,336,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05356957,-118.2194824,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05439683,-118.2190445,Shared room,$25.00 ,,30,60,89,89,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05407584,-118.2183034,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04200554,-118.2218674,Private room,$47.00 ,,21,51,81,170,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05448975,-118.2191035,Shared room,$25.00 ,,30,60,90,360,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05400979,-118.2183434,Shared room,$25.00 ,,30,60,89,89,4/3/2017
90063,East Los Angeles,Los Angeles,CA,90063,34.03703936,-118.2018116,Private room,$49.00 ,,0,0,10,282,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05318121,-118.2197572,Shared room,$25.00 ,,3,33,62,62,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.0545728,-118.218863,Shared room,$25.00 ,,30,60,89,89,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04215549,-118.2224339,Private room,$45.00 ,,30,60,86,175,4/3/2017
90023,Boyle Heights,Los Angeles,CA,90023,34.02310646,-118.1926045,Entire home/apt,$62.00 ,,15,37,66,66,4/3/2017
90063,East Los Angeles,Los Angeles,CA,90063,34.04568128,-118.1965992,Private room,$39.00 ,,30,56,86,361,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04710642,-118.2218383,Entire home/apt,$300.00 ,,11,22,46,294,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05117262,-118.221351,Private room,$27.00 ,,4,34,64,99,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05268719,-118.218739,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05283803,-118.2173636,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05345985,-118.2191553,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05299384,-118.2197542,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05450999,-118.2198378,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05405398,-118.2181562,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05276813,-118.2175077,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05369133,-118.219364,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04624346,-118.2210957,Entire home/apt,$150.00 ,,15,27,49,294,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05249437,-118.2180237,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90023,Boyle Heights,Los Angeles,CA,90023,34.03728162,-118.2167237,Entire home/apt,$160.00 ,,30,60,89,89,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05760793,-118.1995541,Private room,$57.00 ,,1,1,22,113,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05355315,-118.2179767,Shared room,$25.00 ,,30,60,90,90,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05431959,-118.2188715,Shared room,$25.00 ,,30,60,90,365,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05321929,-118.218189,Shared room,$25.00 ,,28,53,83,358,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05269024,-118.2191428,Shared room,$50.00 ,,30,60,90,365,4/3/2017
90023,Boyle Heights,Los Angeles,CA,90023,34.03080527,-118.2039382,Entire home/apt,$109.00 ,,0,0,0,0,4/3/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04623369,-118.2182103,Entire home/apt,$50.00 ,,0,0,0,0,4/2/2017
90068,Hollywood Hills,Los Angeles,CA,90068,34.05281212,-118.22853,Entire home/apt,$307.00 ,,0,0,0,0,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05262701,-118.219169,Private room,$90.00 ,,30,60,90,90,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05295305,-118.21802,Shared room,$25.00 ,,30,60,90,90,4/2/2017
90063,East Los Angeles,Los Angeles,CA,90063,34.04652452,-118.2089622,Entire home/apt,$100.00 ,,29,59,89,89,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04242566,-118.2229969,Private room,$48.00 ,,30,60,90,365,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05826997,-118.199284,Private room,$50.00 ,,10,10,10,10,4/2/2017
90063,East Los Angeles,Los Angeles,CA,90063,34.05052829,-118.1925783,Entire home/apt,$169.00 ,,20,50,79,169,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04377462,-118.2055504,Entire home/apt,$88.00 ,,29,59,89,364,4/2/2017
90063,East Los Angeles,Los Angeles,CA,90063,34.04601446,-118.1951807,Private room,$37.00 ,,10,10,10,285,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05482252,-118.2189347,Shared room,$24.00 ,,1,31,61,61,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05259904,-118.2196119,Shared room,$24.00 ,,21,51,81,81,4/2/2017
90023,Boyle Heights,Los Angeles,CA,90023,34.02550928,-118.2135302,Private room,$39.00 ,,1,1,1,186,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04421347,-118.2104599,Private room,$35.00 ,,10,20,24,24,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04134212,-118.2259645,Entire home/apt,$750.00 ,,29,59,89,179,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04424476,-118.2175307,Entire home/apt,$78.00 ,,4,16,37,305,4/2/2017
90023,Boyle Heights,Los Angeles,CA,90023,34.01915599,-118.2012407,Entire home/apt,$70.00 ,,18,43,73,155,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05324974,-118.2195753,Shared room,$25.00 ,,30,60,90,90,4/2/2017
90023,Boyle Heights,Los Angeles,CA,90023,34.03372578,-118.2113437,Entire home/apt,$65.00 ,,5,7,11,154,4/2/2017
90023,Boyle Heights,Los Angeles,CA,90023,34.03695969,-118.2176934,Private room,$105.00 ,,0,0,0,0,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04885776,-118.2228731,Private room,$65.00 ,,13,28,38,268,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05225662,-118.2217445,Private room,$30.00 ,,0,14,44,302,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05997589,-118.1995215,Private room,$51.00 ,,6,34,64,126,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05833813,-118.2126826,Entire home/apt,$135.00 ,,3,33,63,327,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04114769,-118.2148075,Private room,$80.00 ,,0,0,0,0,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04331076,-118.2190587,Entire home/apt,$150.00 ,,25,55,85,360,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04650913,-118.2228911,Entire home/apt,$150.00 ,,17,29,52,307,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04967094,-118.2222541,Entire home/apt,$105.00 ,,8,31,61,336,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05831716,-118.2131062,Entire home/apt,$120.00 ,,23,53,79,349,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05301841,-118.2175151,Shared room,$25.00 ,,30,60,90,90,4/2/2017
90023,Boyle Heights,Los Angeles,CA,90023,34.03618274,-118.2231647,Entire home/apt,"$2,500.00 ",,30,60,90,365,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05460705,-118.2195708,Shared room,$25.00 ,,30,60,90,365,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04336606,-118.2217237,Private room,$48.00 ,,23,43,60,150,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04341176,-118.2198555,Entire home/apt,$60.00 ,,3,8,19,251,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05560965,-118.2090773,Entire home/apt,$97.00 ,,0,0,5,280,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04881813,-118.1996184,Private room,$50.00 ,,0,0,0,0,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.04973711,-118.2231493,Private room,$65.00 ,,29,59,89,364,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05422079,-118.217514,Shared room,$25.00 ,,30,60,90,365,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.05281784,-118.2175867,Shared room,$25.00 ,,16,46,76,76,4/2/2017
90063,East Los Angeles,Los Angeles,CA,90063,34.0360562,-118.1991277,Entire home/apt,$79.00 ,,0,0,0,190,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.0429751,-118.2192086,Entire home/apt,$215.00 ,,29,59,89,179,4/2/2017
90033,Boyle Heights,Los Angeles,CA,90033,34.0548885,-118.2196537,Shared room,$75.00 ,,30,60,90,365,4/2/2017
